
Data taken from file : 
/raid3/Data/cdaweb.gsfc.nasa.gov/pub/data/wind/mfi/mfi_h0/1998/wi_h0_mfi_19980106_v05.cdf
     and               
/raid3/Data/cdaweb.gsfc.nasa.gov/pub/data/wind/swe/swe_h0/1998/wi_h0_swe_19980106_v02.cdf

The Alpha Particles were not considered in the number density

#TIMEDELAY
      0.00000

#START
 1998  1  6  1  6  3 781   -1.70    5.32   -2.51  -315.68     0.00     0.00     7.47     109732.9
 1998  1  6  1 12 39 201   -1.71    5.27   -3.01  -290.88     0.00     0.00     7.61     110800.7
 1998  1  6  1 14 38 119   -1.69    5.46   -2.72  -286.92     0.00     0.00     7.90     112953.4
 1998  1  6  1 16 42 472   -1.76    5.62   -2.62  -282.71     0.00     0.00     7.98     112455.6
 1998  1  6  1 20 31  41   -1.73    5.58   -2.61  -283.45     0.00     0.00     7.77     114721.5
 1998  1  6  1 21 14 138   -1.78    5.61   -2.49  -284.55     0.00     0.00     7.66     112910.7
 1998  1  6  1 22 45 800   -2.16    4.99   -2.84  -290.43     0.00     0.00     7.88     111852.2
 1998  1  6  1 23 21 868   -1.85    5.17   -3.41  -304.98     0.00     0.00     7.47     111423.5
 1998  1  6  1 26 38 224   -1.89    5.13   -3.42  -295.10     0.00     0.00     7.99     112069.7
 1998  1  6  1 30 12 890   -1.74    4.95   -3.52  -288.60     0.00     0.00     8.01     107538.5
 1998  1  6  1 32  6 122   -2.09    4.81   -3.72  -289.06     0.00     0.00     8.38     110042.7
 1998  1  6  1 32 58 230   -2.77    4.09   -4.40  -293.70     0.00     0.00     7.98     111864.6
 1998  1  6  1 37  5 887   -2.55    4.06   -4.74  -285.09     0.00     0.00     7.91     116239.7
 1998  1  6  1 39 50 726   -2.38    5.11   -3.62  -294.23     0.00     0.00     7.90     117790.8
 1998  1  6  1 44 29 319   -2.32    5.08   -3.75  -279.74     0.00     0.00     8.28     114010.3
 1998  1  6  1 48 31 867   -2.06    4.34   -4.93  -275.85     0.00     0.00     7.89     108828.4
 1998  1  6  1 48 39 745   -2.75    4.81   -4.67  -295.00     0.00     0.00     7.40     115500.3
 1998  1  6  1 49 30 812   -2.74    4.85   -4.70  -295.62     0.00     0.00     7.17     116491.9
 1998  1  6  1 50 16  24   -2.77    5.25   -4.18  -296.67     0.00     0.00     7.65     109100.3
 1998  1  6  1 54  3 989   -2.59    4.62   -4.69  -285.22     0.00     0.00     8.29     105246.0
 1998  1  6  1 55 19 173   -2.31    3.39   -5.70  -300.76     0.00     0.00     7.65     116409.8
 1998  1  6  1 57 46 393   -2.20    3.10   -5.68  -294.53     0.00     0.00     7.71     111985.2
 1998  1  6  2  0 21 624   -2.21    3.90   -5.25  -288.03     0.00     0.00     7.90     110357.7
 1998  1  6  2  0 21 678   -2.05    1.94   -5.97  -292.09     0.00     0.00     8.81     110766.2
 1998  1  6  2  0 24 974   -2.05    1.18   -5.93  -304.76     0.00     0.00     9.10     107225.7
 1998  1  6  2  6 52  15   -1.96    1.32   -5.88  -286.02     0.00     0.00     9.09     108115.5
 1998  1  6  2 10 25 557   -2.54    2.73   -5.81  -287.77     0.00     0.00     8.49     111032.0
