
Data taken from file : 
/raid3/Data/cdaweb.gsfc.nasa.gov/pub/data/wind/mfi/mfi_h0/1998/wi_h0_mfi_19980105_v05.cdf
     and               
/raid3/Data/cdaweb.gsfc.nasa.gov/pub/data/wind/swe/swe_h0/1998/wi_h0_swe_19980105_v02.cdf

The Alpha Particles were not considered in the number density

#TIMEDELAY
      0.00000

#START
 1998  1  5  1  2 32 904   -3.85    1.37    1.59  -332.96     0.00     0.00     4.91     139135.7
 1998  1  5  1  9 44 457   -3.87    1.35    1.57  -302.75     0.00     0.00     4.70     141804.6
 1998  1  5  1 12 21 156   -3.89    1.86    1.11  -300.06     0.00     0.00     4.89     138685.6
 1998  1  5  1 12 38 399   -3.95    1.64    1.13  -303.20     0.00     0.00     4.89     141180.4
 1998  1  5  1 17 27  62   -3.94    1.87    1.03  -287.14     0.00     0.00     4.87     254723.9
 1998  1  5  1 18 27 323   -4.03    1.67    1.06  -287.12     0.00     0.00     4.73     236824.2
 1998  1  5  1 19 27 328   -4.04    1.60    1.08  -287.12     0.00     0.00     4.73     230758.2
 1998  1  5  1 32 27 400   -3.68    2.16    0.61  -287.12     0.00     0.00     4.73     151901.1
 1998  1  5  1 33 27 405   -3.64    2.30    0.37  -287.12     0.00     0.00     4.73     145835.2
 1998  1  5  1 34 27 410   -3.66    2.22    0.61  -287.12     0.00     0.00     4.73     139769.3
 1998  1  5  1 38 52 907   -3.52    1.85    1.54  -285.44     0.00     0.00     5.15     139123.6
 1998  1  5  1 39 24 359   -3.57    2.05    0.93  -295.55     0.00     0.00     4.72     137279.6
 1998  1  5  2 28  9 229   -3.28   -1.27    1.98  -352.27     0.00     0.00     4.88     130513.8
 1998  1  5  2 40 22  96   -3.45   -0.89    1.95  -300.02     0.00     0.00     5.03     131075.0
 1998  1  5  2 47 15 914   -3.45   -0.89    1.94  -280.11     0.00     0.00     4.81     135083.4
 1998  1  5  2 48 21 714   -3.53   -0.69    1.81  -283.58     0.00     0.00     4.78     126109.5
 1998  1  5  2 53  0  53   -3.82   -0.71    1.28  -277.34     0.00     0.00     4.76     137576.0
 1998  1  5  2 56 49 931   -3.62   -1.08    1.46  -293.78     0.00     0.00     5.10     127688.0
 1998  1  5  2 58 11 142   -3.66   -0.75    1.54  -296.51     0.00     0.00     4.89     134690.6
 1998  1  5  3  2 25 552   -3.60   -1.07    1.47  -287.28     0.00     0.00     4.98     131354.6
